Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2019 Maruti Wagon R LXI Opt,"₹4.25 Lakh
Compare","58,000 kms   •   Petrol   •   Manual","Registration Year
Sept 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
58,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2019","Engine
998 cc, Power
67.05 bhp, Transmission
Manual, Mileage
21.79 kmpl, Fuel
Petrol, No. of Airbags
2",jaipur
2014 Audi A3 35 TDI Attraction,"₹13.50 Lakh
Compare","70,000 kms   •   Diesel   •   Automatic","Registration Year
Jan 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1968 cc, Power
143 bhp, Transmission
Automatic, Top Speed
215 kmph, Drive Type
FWD, Fuel
Diesel, Seating Capacity
5",jaipur
2021 Kia Sonet HTX Diesel BSVI,"₹9.33 Lakh
Compare","25,694 kms   •   Diesel   •   Manual","Registration Year
Jul 2021, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
25,694 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1493 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1493 cc, Power
98.63 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
18.4 kmpl, Fuel
Diesel",jaipur
2019 Hyundai Venue SX Plus Turbo DCT BSIV,"₹7.65 Lakh
Compare","59,024 kms   •   Petrol   •   Automatic","Registration Year
Jun 2019, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
59,024 Kms, RTO
baran, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
998 cc, Power
118.35 bhp, Transmission
Automatic, Drive Type
FWD, Mileage
18.15 kmpl, Fuel
Petrol",jaipur
2021 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,"₹14.50 Lakh
Compare","86,000 kms   •   Diesel   •   Automatic","Registration Year
Jun 2021, Insurance
Comprehensive, Fuel Type
Diesel, Seats
4 Seats, Kms Driven
86,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2184 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
2184 cc, Ground Clearance
226mm, Power
130 bhp, Seating Capacity
4, Drive Type
4X4, Mileage
9 kmpl",jaipur
2012 Volkswagen Polo Diesel Comfortline 1.2L,"₹2.25 Lakh
Compare","80,000 kms   •   Diesel   •   Manual","Registration Year
Dec 2012, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
80,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2012","Engine
1199 cc, Power
73.9 bhp, Transmission
Manual, Mileage
22.07 kmpl, Fuel
Diesel, Length
3970mm",jaipur
2010 Tata Indica Aura Plus 1.3 Quadrajet,"₹1.11 Lakh
Compare","85,000 kms   •   Diesel   •   Manual","Registration Year
Jun 2010, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
85,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2010","Engine
1248 cc, Transmission
Manual, Mileage
18 kmpl, Fuel
Diesel, Length
3795 mm",jaipur
2015 Hyundai Creta 1.6 VTVT Base,"₹7 Lakh
Compare","81,000 kms   •   Petrol   •   Manual","Registration Year
Oct 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
81,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1591 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1591 cc, Ground Clearance
190mm, Power
121.3 bhp, Transmission
Manual, Drive Type
FWD, Mileage
15.29 kmpl",jaipur
2018 Mahindra Scorpio S11,"₹15 Lakh
Compare","85,000 kms   •   Diesel   •   Manual","Registration Year
Mar 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
85,000 Kms, RTO
Sikar, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Manual, Year of Manufacture
2018","Engine
2179 cc, Ground Clearance
180mm, Power
136.78 bhp, Seating Capacity
7, Mileage
15.4 kmpl, Fuel
Diesel",jaipur
2019 Tata Tiago XZA Plus,"₹4.95 Lakh
Compare","31,000 kms   •   Petrol   •   Automatic","Registration Year
Aug 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
31,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
1199 cc, Power
83.83 bhp, Transmission
Automatic, Mileage
23.84 kmpl, Fuel
Petrol, No. of Airbags
2",jaipur
2023 Maruti Swift VXI,"₹7.05 Lakh
Compare","24,000 kms   •   Petrol   •   Manual","Registration Year
Nov 2023, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
24,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2023","Engine
1197 cc, Power
88.50 bhp, Transmission
Manual, Mileage
22.38 kmpl, Fuel
Petrol, Boot Space
268 Litres",jaipur
2018 Maruti Swift VXI,"₹4.88 Lakh
Compare","93,073 kms   •   Petrol   •   Manual","Registration Year
May 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
93,073 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1197 cc, Power
88.50 bhp, Transmission
Manual, Mileage
22.38 kmpl, Fuel
Petrol, Boot Space
268 Litres",jaipur
2013 Volkswagen Polo 1.5 TDI Trendline,"₹2.60 Lakh
Compare","87,000 kms   •   Diesel   •   Manual","Registration Year
May 2013, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
87,000 Kms, RTO
Kota, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2013","Engine
1498 cc, Power
88.8 bhp, Transmission
Manual, Mileage
20.14 kmpl, Fuel
Diesel, Length
3971mm",jaipur
2018 Mahindra XUV500 R W10 FWD,"₹10.25 Lakh
Compare","1,21,000 kms   •   Diesel   •   Manual","Registration Year
Nov 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
1,21,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Manual, Year of Manufacture
2018","Engine
2179 cc, Ground Clearance
200mm, Power
140 bhp, Seating Capacity
7, Drive Type
FWD, Mileage
16 kmpl",jaipur
2018 Renault KWID 1.0 RXT Optional,"₹2.90 Lakh
Compare","44,423 kms   •   Petrol   •   Manual","Registration Year
Sept 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
44,423 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Manual, Year of Manufacture
2018","Engine
999 cc, Power
67 bhp, Transmission
Manual, Mileage
23.01 kmpl, Fuel
Petrol, No. of Airbags
1",jaipur
2017 Renault KWID 1.0 RXT,"₹2.90 Lakh
Compare","59,000 kms   •   Petrol   •   Manual","Registration Year
Aug 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
59,000 Kms, RTO
Jhunjhunu, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Manual, Year of Manufacture
2017","Engine
999 cc, Power
67 bhp, Transmission
Manual, Mileage
23.01 kmpl, Fuel
Petrol, No. of Airbags
1",jaipur
